,Accenture_predictions,Adobe_Systems_predictions,Advanced_Micro_Devices_predictions,Akamai_Technologies_predictions,Alliance_Data_Systems_predictions,Amphenol_Corp_predictions,Analog_Devices_predictions,ANSYS_predictions,Apple_predictions,Applied_Materials_predictions,Autodesk_predictions,Automatic_Data_Processing_predictions,Broadcom_predictions,Broadridge_Financial_Solutions_predictions,Cadence_Design_Systems_predictions,Cisco_Systems_predictions,Citrix_Systems_predictions,Cognizant_Technology_Solutions_predictions,Corning_predictions,F5_Networks_predictions,Fidelity_National_Information_Services_predictions,Fiserv_predictions,FleetCor_Technologies_predictions,FLIR_Systems_predictions,Fortinet_predictions,Global_Payments_predictions,HP_predictions,Intel_predictions,International_Business_Machines_predictions,Intuit_predictions,IPG_Photonics_predictions,Jack_Henry_Associates_predictions,Juniper_Networks_predictions,Keysight_Technologies_predictions,KLA_Tencor_Corp_predictions,Lam_Research_predictions,Mastercard_predictions,Microchip_Technology_predictions,Micron_Technology_predictions,Microsoft_predictions,Motorola_Solutions_predictions,NetApp_predictions,Nvidia_Corporation_predictions,Oracle_predictions,Paychex_predictions,QUALCOMM_predictions,Red_Hat_predictions,Salesforce_predictions,Rollins_predictions,Seagate_Technology_predictions,Skyworks_Solution_predictions,Symantec_predictions,Synopsys_predictions,TE_Connectivity_predictions,Texas_Instruments_predictions,Total_System_Services_predictions,Verisign_predictions,Visa_predictions,Western_Digital_predictions,Western_Union_predictions,Xerox_predictions,Xilinx_predictions
28,[118.4320905],[106.05471101],[8.49474985],[66.6321426],[217.33050823],[67.94859613],[68.12592956],[93.46940494],[109.33800534],[30.77526593],[78.5911212],[94.34008889],[167.38375288],[64.90315167],[26.4406914],[30.12517823],[87.79422179],[56.28955072],[23.82955941],[143.9230381],[75.94783907],[104.99645055],[151.00130692],[35.37620219],[31.66604608],[69.90930228],[15.89405087],[35.02989573],[159.87574051],[113.97156978],[96.1978183],[86.46343686],[26.2272179],[13.01578051],[79.07072152],[103.72345664],[103.47553717],[65.42242138],[19.25207743],[60.67062187],[80.28174065],[36.85078925],[92.12735925],[40.21109689],[55.948732],[66.76074077],[79.78648491],[75.01576146],[31.54733717],[39.27306625],[77.96009598],[23.88115208],[61.50819775],[67.20427478],[72.04574847],[50.18284644],[80.95026067],[80.80039649],[58.68013758],[20.63020248],[9.57505435],[53.28454905]
29,[118.57972031],[105.05623329],[8.72469302],[66.47887747],[217.39724136],[67.99971205],[68.46751961],[93.28038734],[109.3589756],[30.76158727],[76.92814563],[94.34970761],[168.17592957],[65.13258792],[26.38955983],[30.14747903],[86.98820016],[55.48946015],[23.84057972],[142.08560899],[77.04348886],[104.25396734],[150.46396417],[35.05731615],[30.91355948],[70.49509214],[15.85392553],[34.96519823],[160.23922467],[116.00778853],[95.95609952],[86.77252487],[26.31863405],[13.0244278],[79.95800176],[104.72487301],[103.81013],[64.56927129],[19.18079572],[60.3682839],[79.88945219],[36.96574059],[94.56505067],[39.86832408],[55.96943791],[67.24079482],[78.96019576],[77.41486636],[32.13754439],[39.27523145],[78.04756828],[23.79499649],[61.18230249],[66.65384592],[72.55037334],[50.36548919],[79.92144962],[80.69218935],[61.00427762],[20.48292749],[9.45099805],[52.99716293]
30,[119.76603397],[105.6213789],[8.93767068],[66.89963691],[228.41712096],[67.92477945],[69.77859221],[93.71180593],[111.07802121],[31.38927848],[75.49125023],[95.56062533],[172.51241678],[65.60953503],[26.84762148],[29.98707356],[87.94795317],[55.01416794],[23.87890291],[143.81841245],[77.37592686],[105.38308566],[151.9933553],[35.48772721],[30.68704253],[71.88075793],[15.97327475],[35.00424281],[162.70378435],[115.60962837],[97.74368226],[88.11594251],[26.35363532],[12.88529394],[81.00715084],[106.23063551],[104.89843042],[65.249679],[19.50687101],[60.81713358],[79.8456141],[37.23915463],[94.35871272],[39.90329075],[57.1375115],[67.02335801],[79.69040048],[75.99534751],[31.91106085],[39.80134027],[79.0076481],[24.48591915],[61.25402753],[66.76614811],[73.62557333],[51.03003156],[80.72610428],[81.48440141],[61.27972468],[21.05731482],[9.51079009],[53.10312469]
31,[119.39241794],[105.08438364],[8.65013274],[66.85299364],[232.98049639],[67.97980317],[72.73372591],[93.91087001],[111.18930118],[31.70787505],[75.17640858],[96.31406046],[176.9883365],[65.44183934],[26.70983315],[30.01557001],[88.43195139],[53.10647416],[24.01201311],[143.79760762],[77.51287882],[106.25177071],[153.23453458],[35.34893415],[31.20969933],[71.76193772],[15.93866304],[35.46993681],[162.47153792],[116.36122539],[96.96297325],[88.39320828],[26.34006358],[13.14820503],[83.01250246],[106.70936606],[104.90705594],[65.61060076],[19.75723553],[61.08651976],[80.38398174],[36.82343105],[94.11419218],[40.05477844],[57.54038351],[68.33201568],[79.16532085],[75.64239953],[32.45951741],[38.92937491],[79.2738916],[25.05867388],[61.28363699],[66.93951965],[74.34339596],[51.29924315],[79.97327588],[79.7888056],[61.02132793],[21.23011874],[9.32461973],[53.35927679]
32,[119.84832617],[104.18544915],[8.74908611],[66.51030157],[235.43606163],[68.00310812],[73.45465973],[94.01166696],[110.58036808],[31.91798398],[75.14787663],[96.61169078],[177.01651267],[65.84916242],[26.50721213],[29.59005018],[87.60195354],[51.8639606],[24.19929167],[144.0405089],[78.81129169],[107.59658955],[152.85941057],[35.5337679],[30.91979028],[72.00726692],[14.86220429],[35.2275986],[161.99332846],[115.68382744],[97.27851379],[89.00067529],[26.39292844],[13.04024724],[81.8214453],[106.98284059],[103.53831006],[66.12493834],[19.91522156],[60.3784527],[80.31367099],[36.31369232],[94.13811938],[40.08567813],[58.12323326],[67.93337394],[78.72844192],[74.244943],[32.2734683],[38.73156722],[78.40782928],[24.81256723],[61.18427277],[67.39285714],[74.00365421],[51.54451746],[79.87070058],[79.2992951],[61.13580217],[21.47254312],[9.27177954],[53.11627446]
33,[120.73422447],[105.14316117],[8.78901256],[66.95366849],[234.91540578],[68.65188898],[74.04139207],[94.46952553],[111.14550038],[31.90165483],[75.90515793],[96.94153219],[176.63102968],[65.85109605],[26.75276434],[30.0993061],[88.44369282],[53.20069814],[24.31056852],[144.1183901],[78.65661729],[107.24366922],[153.74967798],[35.65279646],[30.56604694],[72.02039485],[15.15173315],[35.44566558],[163.07648954],[116.1373613],[97.33294034],[88.7748937],[26.50168733],[13.21519646],[82.28740285],[107.58145404],[104.68877686],[66.09652977],[20.14291183],[60.56735679],[81.05731508],[36.57381126],[94.30117126],[40.27558223],[57.96445552],[68.3012132],[78.89019645],[73.97678811],[32.58331551],[39.10098037],[77.09795516],[24.77155112],[61.51731346],[68.06253324],[74.43138248],[51.65288306],[81.22076806],[79.97037416],[61.5478157],[21.44266994],[9.36461421],[53.4275213]
34,[120.72759743],[104.51747155],[8.81663075],[66.22305218],[232.58342858],[68.42727377],[74.13608387],[93.75520922],[110.96152399],[31.86139749],[75.1888602],[96.56345356],[174.61032129],[65.96740184],[26.52592611],[29.92428241],[87.5060041],[56.90287372],[24.21845762],[142.73389327],[78.67220183],[106.6639027],[149.56088683],[35.24301126],[30.24913581],[71.59982673],[15.09359355],[35.52261013],[164.45020798],[115.71750566],[97.30445587],[88.70042109],[26.48524807],[12.82540661],[82.47254435],[106.8559739],[102.35030421],[65.9086283],[19.97085709],[60.62464307],[80.88172084],[36.39309964],[94.35997209],[40.29029295],[58.03353539],[66.97908888],[78.39681061],[73.20185961],[32.60133109],[39.3110153],[77.43457801],[24.41100455],[61.37399669],[67.71016289],[74.51269378],[51.25527195],[80.13978463],[78.86576668],[62.31399537],[21.20209142],[9.47569133],[53.29381239]
35,[121.01278749],[105.1649525],[8.95949975],[67.28947302],[228.93840394],[68.40825144],[74.57658003],[94.51449271],[110.83815195],[32.19057271],[75.309898],[97.03339955],[175.65919516],[66.9226316],[26.64639259],[29.86948723],[87.94588492],[55.54462375],[24.17709179],[142.86527949],[78.82555125],[106.59616904],[149.49779202],[35.25851839],[30.26222566],[70.56520366],[15.08381951],[35.34582155],[163.44462837],[116.26336524],[96.265887],[88.36622869],[26.77346855],[12.79428531],[81.79200712],[107.61533067],[102.78974483],[66.06583249],[19.37303755],[61.13664839],[81.13511709],[36.50983909],[93.61506492],[40.53499219],[59.45871746],[66.85432031],[80.09649928],[73.08673974],[32.38086627],[39.52241797],[77.38526123],[24.34083141],[61.22639961],[67.20420647],[74.42106553],[50.67077159],[79.14783106],[78.94085988],[62.66143528],[21.17408143],[9.45660883],[54.0302613]
36,[119.46043929],[102.85534384],[8.91306324],[66.75427785],[228.77168159],[68.22696548],[74.28476438],[94.07093625],[109.8858775],[32.22661423],[72.50379197],[96.05756653],[170.82436061],[64.74666911],[26.28757263],[29.77867],[86.87491136],[54.98242765],[24.02419951],[140.87841264],[77.34297186],[104.77317941],[149.59267429],[35.96823416],[30.14189693],[68.57805766],[15.37293035],[34.73574303],[162.2243009],[113.63281246],[95.95359515],[86.67884892],[27.49688427],[12.47875726],[79.83015119],[106.13559461],[101.21180331],[66.21107901],[19.55733764],[60.3147324],[80.19963978],[36.55957047],[92.50470686],[40.19768801],[59.03116077],[68.16723238],[79.10367191],[72.20097864],[32.12273352],[40.14859675],[76.98866448],[24.42042489],[60.50019654],[67.64491627],[73.98780657],[49.31337283],[78.92923525],[77.19913397],[63.71542774],[21.03934919],[9.36197729],[53.98932101]
37,[117.75802773],[99.52060692],[8.36511176],[63.49336602],[228.03511846],[66.67375588],[69.21343626],[93.60549728],[108.8723528],[30.05238109],[69.04410667],[95.82834137],[163.34391935],[64.28294647],[25.24180914],[29.49416273],[85.58331808],[53.9121982],[23.51993664],[139.51223148],[76.00624238],[103.50318898],[145.31377473],[35.56669837],[29.07844626],[66.49983909],[15.05174533],[33.81780524],[159.80449599],[113.49169719],[93.96978362],[84.74023459],[26.99779966],[11.93703714],[75.92555062],[98.63824849],[99.14961901],[61.159324],[18.38470449],[59.22044168],[79.10335943],[35.46210752],[88.38107763],[38.78263323],[58.74066083],[64.04468364],[75.01877805],[68.93884109],[32.39420841],[37.92716944],[71.85381316],[23.8281345],[57.09857002],[66.82328168],[70.4847951],[47.69664365],[77.66088581],[75.18946371],[61.5113554],[20.77367922],[9.44179241],[53.37654413]
38,[117.39396605],[99.85624787],[8.51253648],[63.74645802],[218.74159186],[67.39863973],[70.23438112],[93.27705745],[109.29136633],[31.4403482],[70.62659147],[95.2940233],[164.63071441],[63.46874698],[25.38178992],[29.25321757],[85.80634842],[54.04194233],[23.54216443],[139.05445212],[75.24472409],[103.50296731],[145.65152353],[35.52902766],[29.54339377],[68.26870691],[15.09284091],[34.15446393],[160.19215977],[113.3255193],[95.26042405],[85.30953352],[26.86876624],[12.45494366],[76.34622293],[100.56738515],[100.09890622],[62.19302379],[18.83815565],[59.2986605],[79.46722306],[35.93890869],[87.92287138],[38.56539053],[58.26100929],[66.29810217],[76.30067451],[68.82004299],[32.55387894],[38.87775558],[73.63633709],[23.55482162],[56.95603133],[67.63985105],[70.95537015],[48.11190229],[78.35722816],[75.52376785],[63.28119746],[20.49554363],[9.48696245],[54.29893541]
39,[117.78892401],[102.17938234],[8.72759022],[64.4499661],[223.17454072],[67.79871859],[70.8256399],[93.90291853],[108.5089551],[31.54014072],[71.18666752],[96.030121],[166.59182414],[64.18274555],[25.55603819],[29.50167235],[88.80199207],[54.70113751],[23.61503358],[140.45406775],[75.56805485],[103.766475],[150.29184022],[35.72861086],[30.30259546],[69.88685837],[15.54683092],[34.37114255],[159.75448657],[115.12543981],[97.13989015],[86.83135613],[26.90295324],[12.85227005],[77.1166576],[102.72272508],[102.56486548],[63.35578701],[18.58736892],[60.28919681],[81.04548129],[35.41005331],[90.42475193],[38.95406661],[58.8932756],[66.06312012],[77.90781385],[70.82510073],[32.84755137],[39.21391599],[74.88379266],[24.33102855],[57.47311833],[69.48992146],[70.63528993],[48.65232235],[79.42030377],[77.07438566],[62.23884109],[20.91233697],[9.33092673],[54.34117525]
40,[118.55542594],[101.98788951],[9.48769706],[65.05576134],[226.74868389],[67.549378],[71.03289206],[94.11811912],[109.3351064],[31.64475992],[76.71994442],[96.02987642],[165.35295555],[64.2373422],[25.69982319],[29.35382503],[87.47166908],[55.24872881],[24.00696639],[140.97538931],[75.6907643],[103.3817877],[149.63140036],[35.9357632],[29.98190504],[69.97482947],[15.58024435],[34.69240088],[160.3980336],[114.5815637],[97.92324672],[87.8297857],[26.89149317],[13.13630492],[78.26172626],[103.16375377],[101.06745455],[63.44175789],[19.0889348],[60.03648401],[82.44610235],[35.92961921],[92.64934145],[39.46849227],[58.68595268],[67.61860544],[77.82630173],[70.50067054],[33.12631177],[38.99723872],[76.46142957],[24.22036076],[58.37815485],[69.08113632],[71.52016862],[48.18288092],[79.7753271],[76.93522945],[63.61387551],[21.61864435],[9.30516415],[54.53549339]
41,[121.68521057],[103.75652467],[9.62975277],[66.11350072],[233.22474149],[68.09126513],[72.77152745],[95.28581321],[110.41079428],[32.49981128],[80.71570046],[97.54641132],[168.7081322],[65.59440148],[25.98350745],[29.95986084],[89.08090998],[57.00736995],[24.63509817],[141.22950593],[75.70401586],[104.86107458],[152.32637269],[36.37156408],[30.71551149],[70.66054212],[16.11361724],[35.45771528],[164.69425406],[116.73850559],[98.24221343],[88.96016167],[27.74686263],[13.48185128],[79.18796331],[106.40813028],[104.24975797],[64.56258086],[20.54259281],[61.4454192],[83.43199949],[36.46840928],[95.40550583],[40.31398377],[60.26936556],[68.2107838],[78.9578447],[71.59991739],[33.52042744],[40.46167173],[77.04718606],[24.4043571],[58.78018075],[70.55891345],[72.29871561],[48.64985754],[80.12247504],[79.07609096],[69.73767128],[22.10646389],[9.45797247],[55.37723822]
42,[121.67604898],[103.32279416],[10.33708473],[66.35747516],[239.46467864],[68.77831512],[73.79764364],[95.6602452],[111.50802862],[32.74220064],[81.90938123],[98.16963855],[170.60003792],[65.62700483],[26.15641982],[29.91696566],[90.0760568],[56.05361539],[24.92630885],[142.80737324],[75.15167442],[104.73975926],[153.71059501],[36.6635459],[30.60194423],[71.69153946],[16.16638476],[35.71520871],[165.03602828],[117.64288873],[99.42132557],[89.39976167],[28.61233864],[13.27293326],[78.82155498],[107.10666193],[103.83367804],[65.16175481],[20.63612502],[60.99394429],[83.29426951],[36.30710441],[94.53107249],[40.30669193],[60.29938139],[68.36635249],[78.87979205],[71.73921128],[34.08198362],[39.11871596],[79.43889129],[24.52327036],[59.32160683],[70.5778744],[72.10711218],[49.00722863],[81.65852851],[79.1703014],[68.24258905],[22.08922633],[9.5023093],[55.63026312]
43,[123.35245842],[104.24467824],[10.4146965],[64.91760029],[232.58321691],[68.42858095],[73.07762365],[95.30115093],[113.31112272],[32.38474544],[80.91111477],[98.20979421],[179.10833521],[65.77230431],[25.95302764],[30.14515344],[89.12616122],[55.7763658],[24.59323625],[142.61279634],[75.58370604],[104.84700943],[153.19749194],[36.76553346],[30.66631693],[72.20401562],[15.76740048],[35.78229235],[166.54555141],[116.94653593],[99.50895994],[89.51916995],[28.46317094],[13.07486944],[77.17269327],[104.03175614],[103.37917814],[64.47709441],[20.47180227],[61.93804271],[82.68075011],[36.45205747],[92.64465513],[40.48628458],[60.25161466],[68.39749031],[78.62536366],[71.16566813],[33.88690281],[39.33850189],[76.85792296],[24.77120967],[58.90489018],[70.77792662],[71.99181463],[49.59502384],[82.15651471],[78.87200101],[67.47297648],[21.96956675],[9.46184209],[55.93218206]
44,[123.47456131],[105.11759243],[10.60443556],[64.18948535],[230.96753431],[67.63391234],[72.86220883],[94.67235246],[112.66055569],[32.00202251],[77.85806655],[98.10662055],[177.92490125],[65.10583979],[25.84703212],[30.12158569],[89.0726276],[55.77281831],[24.31350757],[141.30414966],[75.77681032],[104.84214723],[150.86789357],[36.73922482],[29.98382093],[71.14952658],[15.82849432],[35.98844795],[165.21032201],[115.9649202],[99.54572904],[89.53825036],[28.04769655],[12.83021951],[77.32875095],[103.575512],[102.27692204],[63.61621812],[19.98215547],[62.17180914],[82.49532165],[35.86152464],[89.99742999],[40.4689088],[60.13000818],[68.36867165],[78.44904093],[70.52584869],[33.46659119],[39.19417192],[76.37812905],[24.68985456],[59.77840916],[70.86753222],[71.73078621],[49.5247196],[79.55739909],[78.36957951],[66.45363601],[21.76194486],[9.3191727],[55.89323909]
45,[125.29304215],[106.06633603],[10.59084501],[65.20296488],[232.7501829],[67.91377718],[73.13882444],[94.96642699],[114.55627064],[32.03451709],[79.71054054],[98.3591931],[179.36216517],[65.28397423],[25.82221519],[30.64148144],[90.43552813],[56.66595204],[24.42633858],[142.33285624],[75.41328445],[106.10303611],[150.23947682],[36.67248568],[30.5243022],[71.82573491],[15.82537947],[36.80545818],[168.44633881],[117.85306257],[100.57624409],[90.43765568],[28.54190397],[12.46443413],[78.04894039],[104.20217154],[102.26444163],[65.16196418],[20.15563918],[62.93525213],[83.25564843],[35.97657821],[90.65313455],[40.72770618],[60.30221286],[69.29863026],[80.66672465],[71.61633974],[33.35056308],[40.85496848],[76.89242222],[24.87518526],[60.30142747],[71.62880473],[73.2303324],[49.55784158],[80.0572734],[78.93651761],[67.79510816],[21.81143443],[9.30151313],[56.50981308]
46,[123.61841577],[105.78144365],[10.46883953],[67.13171141],[230.14165933],[67.69779521],[72.6218088],[94.52473709],[114.56936271],[32.15991688],[76.69399331],[97.70651084],[177.32114738],[64.94943637],[25.69622273],[30.47666584],[90.32821162],[56.27053583],[24.32301242],[144.14017681],[75.91549372],[106.07066912],[151.10043048],[36.17207202],[29.80207051],[71.46047077],[15.58265119],[36.57847899],[168.23610887],[117.69525888],[99.22056672],[89.59533143],[28.3068931],[12.24216645],[77.88462631],[104.65123576],[102.29705539],[65.03217625],[20.00862017],[62.6941413],[82.94992442],[36.15304626],[95.36359896],[40.86319522],[60.5062814],[67.46100284],[79.00496893],[71.32983274],[33.19747977],[40.20154542],[75.4480544],[24.83433328],[60.08228681],[70.60399635],[72.49274977],[49.44013524],[79.2030123],[78.96148119],[67.24556599],[21.55537098],[9.02259463],[56.73900059]
47,[124.58837301],[105.03257394],[10.90742209],[67.63865989],[231.09146516],[67.97216586],[73.61837233],[94.56199819],[115.21186908],[33.09627674],[79.16882606],[98.76433774],[180.09190295],[65.4045616],[25.57350282],[30.66589269],[91.69297027],[56.73383184],[24.26404753],[145.63537795],[77.24971071],[107.281555],[149.45636754],[36.56073577],[29.92989284],[70.72050177],[15.48654214],[36.80599813],[168.10179068],[117.88399665],[99.25572107],[89.61748307],[28.59947406],[12.26875558],[79.35361403],[106.19227932],[103.37204435],[65.85609559],[20.31249499],[62.54563725],[83.52838922],[36.94670154],[98.48251871],[40.85483976],[60.76234535],[68.19979628],[80.43903747],[70.34216882],[33.2990004],[40.56777431],[77.31368768],[24.79423229],[60.24015562],[70.70366243],[73.4851928],[48.90546457],[79.01472137],[79.27129123],[67.71923567],[21.37725874],[9.0251686],[60.29732848]
48,[122.97206313],[103.44490442],[10.66943815],[67.13726666],[228.72756887],[67.36348698],[72.17430439],[95.1314647],[115.33438638],[32.53383675],[76.48474845],[100.76816952],[178.56493093],[65.53543952],[25.56756227],[30.57092147],[90.79595069],[56.1661678],[24.31483485],[144.68598658],[76.62099719],[107.04508871],[148.14985361],[36.21460067],[29.82513513],[70.23978753],[15.0430286],[36.35297179],[166.60498857],[117.2920756],[97.11075748],[89.40819727],[28.36276832],[12.1950618],[78.15754192],[104.47500217],[102.46970571],[64.53726555],[20.25907151],[62.31114374],[83.40849158],[36.49277328],[100.93760165],[39.16987131],[61.27038352],[66.35107697],[80.01998862],[70.03342577],[33.20714699],[39.06949117],[76.75470593],[24.13678187],[60.14840699],[69.68511396],[72.88229491],[50.12304983],[77.85859405],[78.2167007],[67.31188216],[21.26848163],[9.11123292],[58.41661188]
49,[123.69413256],[105.37244696],[10.93508878],[67.72890171],[230.98642312],[68.00639808],[72.8236138],[95.32906621],[116.04169145],[32.46661646],[75.68304193],[101.04149926],[180.67618657],[65.94349055],[25.72111311],[30.80405165],[91.43014488],[56.6498879],[24.35908623],[145.13950454],[76.1122894],[107.37963833],[142.90677877],[36.17095944],[29.80552317],[70.85605317],[15.09177922],[36.90186731],[166.77275586],[118.21641903],[98.90725306],[89.49301103],[28.51431883],[12.3727541],[79.41570533],[106.9883213],[102.5363977],[65.02947809],[20.35343691],[63.63358145],[83.98272441],[36.76576186],[102.28168797],[38.97585547],[61.58315956],[67.25066999],[80.43624187],[69.66261752],[33.42545937],[38.53161228],[77.63440079],[24.23353523],[60.42126918],[70.48193041],[73.57830986],[50.05040204],[78.15256642],[77.86208625],[68.25898869],[21.64911373],[9.11515408],[58.67215307]
